date,heure,lieu,equipement,type_panne,gravite,priorite,mois,annee
2026-01-28,14H20min,GDR1518,Cuve Carburants,Eau dans cuve,Critique,Urgente,2026-01,2026
2026-01-28,11H28min,GDR3523,Cuve Carburants,Eau dans cuve,Critique,Urgente,2026-01,2026
2026-01-28,7H04min,GDR1504,MP 01,Pistolet HS,Modérée,Moyenne,2026-01,2026
2026-01-28,6H10min,GDR1513,Duplex GO,Contrôle débit,Mineure,Basse,2026-01,2026
2026-01-28,5H18min,GDR1505,Duplex GO,Contrôle débit,Mineure,Basse,2026-01,2026
2026-01-28,16H25min,GDR1506,MP,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-28,12H14min,GDR3523,Groupe électrogène,Eau dans cuve,Modérée,Urgente,2026-01,2026
2026-01-28,13H45min,GDR1512,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-28,14H15min,GDR1512,Simplex SP,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-28,20H57min,GDR3523,MP 01,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-28,18H42min,GDR1513,VVF P.Immergée,Eau dans cuve,Critique,Urgente,2026-01,2026
2026-01-28,,GDR3523,Duplex GO,Contrôle débit,Modérée,Moyenne,2026-01,2026
2026-01-29,11H41min,GDR1506,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-01,2026
2026-01-29,6H34min,GDR1513,Duplex GO,Contrôle débit,Modérée,Moyenne,2026-01,2026
2026-01-29,6H36min,CENTRE 215K CONVERTION GPLc,MP 01,Contrôle débit,Mineure,Basse,2026-01,2026
2026-01-29,10H21min,GDR3523,Electricité,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-29,,GDR1512,Simplex SP,Anomalie technique,Modérée,Moyenne,2026-01,2026
2026-01-29,7H12min,GDR1512,MP,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-29,8H17min,GDR1515,Simplex GO,Pistolet HS,Modérée,Moyenne,2026-01,2026
2026-01-29,13H45min,GDR1512,Duplex GO,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-29,10H34min,GL Dellys Marine,MP,Anomalie technique,Mineure,Basse,2026-01,2026
2026-01-29,13H55min,GDR1504,Electricité,Eau dans cuve,Critique,Urgente,2026-01,2026
2026-01-29,15H53min,GDR1504,Simplex SP,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-29,14H25min,GDR3523,Trous d'homme,Anomalie technique,Modérée,Moyenne,2026-01,2026
2026-01-29,13H43min,GDR1513,MP 02,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-29,19H56min,GDR1515,Duplex GPLc,Pistolet HS,Modérée,Urgente,2026-01,2026
2026-01-29,13H37min,GDR3523,Pont Elévateur,Anomalie technique,Modérée,Moyenne,2026-01,2026
2026-01-29,15H46min,GDR1516,Cuve GPLc,Fuite carburant,Critique,Urgente,2026-01,2026
2026-01-29,12H58min,GDR1504,Duplex GO,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-29,15H57min,GDR1507,Duplex GPLc,Blocage mécanique,Critique,Urgente,2026-01,2026
2026-01-29,15H08min,GL ABDENOURI,MP,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-29,16H01min,GDR1512,Duplex GPLc,Panne arrêt total,Modérée,Urgente,2026-01,2026
2026-01-29,9H09min,GDR3523,Conpresseur d'Air,Anomalie technique,Modérée,Moyenne,2026-01,2026
2026-01-29,,GDR1512,Trous d'homme,Eau dans cuve,Modérée,Moyenne,2026-01,2026
2026-01-29,8H40min,GDR1507,Simplex GO,Pistolet HS,Modérée,Moyenne,2026-01,2026
2026-01-29,10H52min,CMS,RIA,Pompe HS,Modérée,Moyenne,2026-01,2026
2026-01-29,16H23min,GDR1512,Cuve Carburants,Eau dans cuve,Critique,Urgente,2026-01,2026
2026-01-29,11H16min,GDR1517,Simplex GO 02,Contrôle débit,Modérée,Moyenne,2026-01,2026
2026-01-29,12H32min,GDR3523,Cuve Carburants,Eau dans cuve,Critique,Urgente,2026-01,2026
2026-01-29,12H23min,GDR1510,MP,Contrôle débit,Modérée,Moyenne,2026-01,2026
2026-01-29,13H55min,GDR1509,MP,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-29,8H58min,GDR1510,Groupe électrogène,Batterie HS,Modérée,Moyenne,2026-01,2026
2026-01-29,16H34min,GDR1510,Duplex GO,Eau dans cuve,Modérée,Moyenne,2026-01,2026
2026-01-29,9H50min,GDR1512,Duplex GO,Tuyauterie défectueuse,Mineure,Moyenne,2026-01,2026
2026-01-29,19H28min,GDR1515,MP,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-29,16H56min,GDR1507,MP,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-29,9H53min,GDR1502,Electricité,Panne arrêt total,Mineure,Moyenne,2026-01,2026
2026-01-29,12H32min,GDR1506,Simplex GO 01,Contrôle débit,Modérée,Moyenne,2026-01,2026
2026-01-29,18H24min,GDR3523,Réseau Mécanique,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-30,6H06min,MGX,MP,Contrôle débit,Mineure,Basse,2026-01,2026
2026-01-30,9H14min,GDR1506,Duplex GPLc,Anomalie technique,Modérée,Urgente,2026-01,2026
2026-01-30,15H39min,GDR1513,Cuve Carburants,Anomalie technique,Critique,Urgente,2026-01,2026
2026-01-30,16H28min,GDR1502,Duplex GO,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-30,9H52min,GDR1507,Duplex GPLc,Anomalie technique,Critique,Urgente,2026-01,2026
2026-01-30,7H34min,GDR1506,"Totem Prix, LOGO et Panneaux lumineux",Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-30,7H47min,GDR3522,MP 02,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-30,12H49min,GDR1512,Duplex GO,Pistolet HS,Modérée,Moyenne,2026-01,2026
2026-01-30,6H39min,GDR1505,Cuve GPLc,Pompe HS,Critique,Urgente,2026-01,2026
2026-01-30,,GDR1516,Simplex GO,Anomalie technique,Modérée,Moyenne,2026-01,2026
2026-01-30,7H40min,GDR1507,Trous d'homme,Eau dans cuve,Modérée,Urgente,2026-01,2026
2026-01-30,14H11min,PVA BOUDAOUD,Cuve GPLc,Fuite carburant,Critique,Urgente,2026-01,2026
2026-01-30,16H02min,GDR1507,HSE,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-30,16H58min,GDR1512,MP 02,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-30,11H29min,GDR1513,Cuve GPLc,Fuite carburant,Critique,Urgente,2026-01,2026
2026-01-30,14H41min,GDR3523,V.Compteurs,Contrôle débit,Critique,Urgente,2026-01,2026
2026-01-30,7H39min,GDR1510,Duplex GO,Blocage mécanique,Modérée,Moyenne,2026-01,2026
2026-01-30,11H49min,GDR1512,MP 01,Contrôle débit,Modérée,Moyenne,2026-01,2026
2026-01-30,8H24min,GDR1513,MP,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-30,18H39min,GDR1506,Simplex SP 02,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-30,,GDR1512,Duplex GPLc,Fuite carburant,Critique,Urgente,2026-01,2026
2026-01-30,14H43min,GDR1507,Electricité,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-30,8H31min,GDR1518,Duplex GO,Contrôle débit,Modérée,Moyenne,2026-01,2026
2026-01-30,16H18min,GDR1512,Electricité,Problème électrique,Mineure,Moyenne,2026-01,2026
2026-01-30,12H16min,GDR1507,Duplex GPLc,Anomalie technique,Modérée,Urgente,2026-01,2026
2026-01-30,15H31min,GDR1506,Duplex GO,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-30,5H55min,GDR3522,MP 02,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-30,13H31min,GDR1512,Duplex GO,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-31,17H50min,GDR3522,RIA,Pompe HS,Critique,Urgente,2026-01,2026
2026-01-31,15H18min,GDR1510,MP,Anomalie technique,Modérée,Urgente,2026-01,2026
2026-01-31,9H15min,GDR1513,Duplex GO,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-31,7H44min,GDR1512,Simplex SP,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-31,7H34min,GDR3522,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-01,2026
2026-01-31,13H11min,GDR1504,Bloc de Gérance,Lampe grillée,Mineure,Moyenne,2026-01,2026
2026-01-31,13H11min,GDR1506,Duplex GPLc,Fuite carburant,Critique,Urgente,2026-01,2026
2026-01-31,11H47min,GL ABDENOURI,MP,Pistolet HS,Mineure,Moyenne,2026-01,2026
2026-01-31,9H00min,GDR3523,Cuve GPLc,Pompe HS,Critique,Urgente,2026-01,2026
2026-01-31,16H30min,GDR1507,Duplex GO,Panne arrêt total,Mineure,Moyenne,2026-01,2026
2026-01-31,9H49min,GDR3522,RIA,Anomalie technique,Modérée,Moyenne,2026-01,2026
2026-01-31,11H00min,GDR1506,MP 01,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-31,,GDR1516,Simplex SP,Contrôle débit,Mineure,Moyenne,2026-01,2026
2026-01-31,15H47min,GDR1505,Fosse Septique et Récupération des Huiles Usagée,Eau dans cuve,Modérée,Urgente,2026-01,2026
2026-01-31,8H56min,GDR3522,Groupe électrogène,Eau dans cuve,Modérée,Urgente,2026-01,2026
2026-01-31,11H39min,GDR1506,MP,Contrôle débit,Modérée,Urgente,2026-01,2026
2026-01-31,5H53min,GDR1517,Duplex GPLc,Pistolet HS,Critique,Urgente,2026-01,2026
2026-01-31,14H00min,GDR1503,HSE,Anomalie technique,Mineure,Moyenne,2026-01,2026
2026-01-31,9H29min,GDR1503,Simplex GO,Anomalie technique,Modérée,Moyenne,2026-01,2026
2026-02-01,12H35min,GDR1502,Electricité,Eau dans cuve,Modérée,Urgente,2026-02,2026
2026-02-01,12H20min,APC AEH,Groupe électrogène,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-01,,GDR1512,Duplex GPLc,Anomalie technique,Critique,Urgente,2026-02,2026
2026-02-01,13H31min,GDR1503,Duplex GO,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-01,11H55min,GDR1506,Duplex GO,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-01,13H16min,GDR1512,Duplex GPLc,Anomalie technique,Modérée,Urgente,2026-02,2026
2026-02-01,10H17min,GDR1505,Stabilisateur,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-01,20H58min,GDR1504,RIA,Pompe HS,Critique,Urgente,2026-02,2026
2026-02-01,14H31min,GDR1504,VVF P.Immergée,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-01,8H03min,GDR1502,Groupe électrogène,Batterie HS,Modérée,Urgente,2026-02,2026
2026-02-01,15H55min,GL SAADI,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-01,10H12min,GDR1510,MP,Fuite carburant,Modérée,Urgente,2026-02,2026
2026-02-01,10H03min,GDR1507,Duplex GO,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-01,6H02min,GDR1512,Réseau de Refroidissement,Fuite carburant,Modérée,Urgente,2026-02,2026
2026-02-01,12H02min,GDR3522,HSE,Anomalie technique,Modérée,Urgente,2026-02,2026
2026-02-01,18H43min,GDR1510,MP 02,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-01,10H27min,GDR1510,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-01,12H03min,GDR1503,Station Service,Eau dans cuve,Modérée,Urgente,2026-02,2026
2026-02-01,8H49min,GDR1510,MP,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-01,16H40min,GDR1512,Duplex GO,Tuyauterie défectueuse,Mineure,Moyenne,2026-02,2026
2026-02-01,10H27min,GDR3523,Duplex GO,Pistolet HS,Modérée,Moyenne,2026-02,2026
2026-02-01,16H32min,GDR1513,MP,Tuyauterie défectueuse,Mineure,Moyenne,2026-02,2026
2026-02-01,8H47min,GDR3523,RIA,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-01,15H28min,GL ABDENOURI,T.Gestion Onduleur,Eau dans cuve,Modérée,Urgente,2026-02,2026
2026-02-02,16H16min,MGX,MP,Pistolet HS,Mineure,Basse,2026-02,2026
2026-02-02,9H11min,GDR1507,MP,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-02,18H42min,GDR1513,MP,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-02,17H50min,GDR1517,Duplex GPLc,Electrovanne HS,Critique,Urgente,2026-02,2026
2026-02-02,11H15min,PVA BENALI & NAIT ABDALLAH,MP,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-02,17H30min,GDR3523,MP 01,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-02,18H24min,GDR3522,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2026-02,2026
2026-02-02,16H04min,GDR1507,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-02,8H57min,Centre GPL OUAD AISSI 3115,Duplex GO,Fuite carburant,Modérée,Moyenne,2026-02,2026
2026-02-02,12H34min,GDR1510,MP,Pistolet HS,Modérée,Moyenne,2026-02,2026
2026-02-02,18H09min,GDR1512,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-02,14H48min,GDR3522,Réseau Mécanique,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-02,17H00min,GDR1515,Electricité,Problème électrique,Mineure,Moyenne,2026-02,2026
2026-02-02,11H56min,GDR1507,TGBT,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-02,8H12min,GDR1512,Simplex SP,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-02,10H29min,GDR3522,Duplex GPLc,Anomalie technique,Modérée,Urgente,2026-02,2026
2026-02-02,16H13min,GPL Dépôt 154 Ouad Aissi,Bâtiments et Pistes,Lampe grillée,Mineure,Basse,2026-02,2026
2026-02-02,10H01min,GDR3522,MP,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-02,9H22min,GDR3522,VVF P.Immergée,Pompe HS,Critique,Urgente,2026-02,2026
2026-02-02,17H57min,GDR1505,Duplex GPLc,Anomalie technique,Modérée,Urgente,2026-02,2026
2026-02-02,13H59min,GDR1502,Simplex GO,Contrôle débit,Modérée,Moyenne,2026-02,2026
2026-02-02,19H58min,GDR1507,MP,Tuyauterie défectueuse,Mineure,Moyenne,2026-02,2026
2026-02-02,15H58min,GDR1512,VC,Tuyauterie défectueuse,Mineure,Moyenne,2026-02,2026
2026-02-02,13H22min,GDR1504,Réseau Mécanique,Fuite carburant,Modérée,Urgente,2026-02,2026
2026-02-02,20H37min,GDR1513,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-02,12H53min,GDR3522,ARMOIR ELECTRIQUE,Problème électrique,Modérée,Moyenne,2026-02,2026
2026-02-02,9H44min,GDR1510,Groupe électrogène,Batterie HS,Modérée,Moyenne,2026-02,2026
2026-02-02,7H20min,GDR3522,Groupe électrogène,Batterie HS,Modérée,Moyenne,2026-02,2026
2026-02-02,17H28min,GDR1504,Duplex GO,Contrôle débit,Modérée,Moyenne,2026-02,2026
2026-02-02,11H29min,GDR1507,Groupe électrogène,Batterie HS,Modérée,Moyenne,2026-02,2026
2026-02-02,,GDR1504,Station Service,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-02,15H11min,GDR1516,Groupe électrogène,Eau dans cuve,Modérée,Urgente,2026-02,2026
2026-02-02,17H13min,GDR1505,Duplex GPLc,Pistolet HS,Critique,Urgente,2026-02,2026
2026-02-02,12H30min,GDR1504,Groupe électrogène,Eau dans cuve,Critique,Urgente,2026-02,2026
2026-02-02,18H01min,GDR3522,Duplex GPLc,Pistolet HS,Critique,Urgente,2026-02,2026
2026-02-02,14H17min,GDR3523,Cuve Carburants,Anomalie technique,Critique,Urgente,2026-02,2026
2026-02-02,6H43min,GDR1512,Duplex GPLc,Anomalie technique,Modérée,Urgente,2026-02,2026
2026-02-02,12H21min,GDR1505,Electricité,Pompe HS,Critique,Urgente,2026-02,2026
2026-02-02,12H39min,GDR1503,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-02,17H00min,GDR1515,MP 02,Contrôle débit,Modérée,Moyenne,2026-02,2026
2026-02-02,11H12min,GDR1517,VVF P.Immergée,Pompe HS,Modérée,Urgente,2026-02,2026
2026-02-02,,GDR1506,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-03,11H14min,GDR1506,Cuve GPLc,Fuite carburant,Critique,Urgente,2026-02,2026
2026-02-03,8H52min,GDR1506,Duplex GO,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-03,16H26min,PVA CHABANE,MP,Contrôle débit,Mineure,Basse,2026-02,2026
2026-02-03,14H08min,GDR1512,MP,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-03,17H25min,GDR1505,MP 01,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-03,18H42min,GDR1516,MP 01,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-03,,GDR1510,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-03,11H32min,GDR1510,Groupe électrogène,Batterie HS,Modérée,Moyenne,2026-02,2026
2026-02-03,14H30min,GDR1507,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-03,12H32min,GDR3523,Duplex GPLc,Pistolet HS,Critique,Urgente,2026-02,2026
2026-02-03,13H46min,GDR1504,Duplex GPLc,Fuite carburant,Critique,Urgente,2026-02,2026
2026-02-03,13H14min,GDR3523,MP 02,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-03,12H08min,GDR3522,Simplex GO,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-03,,GDR1513,Duplex GPLc,Electrovanne HS,Critique,Urgente,2026-02,2026
2026-02-03,18H11min,GDR1513,MP 02,Blocage mécanique,Modérée,Moyenne,2026-02,2026
2026-02-03,12H20min,GDR3523,Cuve Carburants,Eau dans cuve,Critique,Urgente,2026-02,2026
2026-02-03,16H26min,GDR1512,Bâtiments et Pistes,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-03,15H25min,GDR1505,Simplex SP,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-03,11H53min,GDR1516,MP,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-03,12H40min,GDR1516,Duplex GO,Fuite carburant,Modérée,Urgente,2026-02,2026
2026-02-03,18H23min,GDR1506,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2026-02,2026
2026-02-03,8H06min,GL Dellys Marine,VVF P.Immergée,Fuite carburant,Critique,Moyenne,2026-02,2026
2026-02-03,16H55min,GDR1501,MP,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-03,10H42min,GDR1512,Baie de Service,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-03,15H19min,GDR1510,Duplex GPLc,Pistolet HS,Modérée,Urgente,2026-02,2026
2026-02-03,9H27min,GDR1506,Groupe électrogène,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-03,19H25min,GDR1504,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-03,7H21min,GDR1516,VVF P.Immergée,Pompe HS,Modérée,Moyenne,2026-02,2026
2026-02-03,7H20min,GDR1512,Duplex GO,Contrôle débit,Modérée,Moyenne,2026-02,2026
2026-02-03,14H07min,GDR1512,Duplex GO,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-03,,GDR1512,Electricité,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-03,,GDR1509,Duplex GO,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-03,18H56min,GDR3522,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-03,,GDR1510,Cuve GPLc,Fuite carburant,Critique,Urgente,2026-02,2026
2026-02-03,12H17min,CENTRE 215K CONVERTION GPLc,Duplex GO,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-03,17H58min,GDR1512,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-03,11H35min,PVA TIZI-VERT Illoula,Simplex GO,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-03,12H08min,GDR3523,Bâtiments et Pistes,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-03,9H33min,PVA ABDELLAOUI,Trous d'homme,Eau dans cuve,Modérée,Moyenne,2026-02,2026
2026-02-03,16H44min,GDR1507,TGBT,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-03,9H39min,GDR1517,Cuve Carburants,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-03,18H57min,GDR3522,MP 02,Blocage mécanique,Modérée,Moyenne,2026-02,2026
2026-02-04,11H48min,GDR1515,Pont Elévateur,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,9H07min,GDR1504,MP,Tuyauterie défectueuse,Modérée,Moyenne,2026-02,2026
2026-02-04,10H27min,GDR1512,VVF P.Immergée,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-04,17H28min,GDR1510,MP 01,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-04,5H28min,GDR1503,Duplex GO,Contrôle débit,Modérée,Moyenne,2026-02,2026
2026-02-04,16H40min,GDR1517,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-04,16H43min,GDR3522,MP 01,Pistolet HS,Modérée,Moyenne,2026-02,2026
2026-02-04,8H55min,GDR1506,MP 02,Contrôle débit,Modérée,Moyenne,2026-02,2026
2026-02-04,9H47min,GDR1506,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,,GDR3523,MP 01,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-04,14H47min,GL ABDENOURI,Simplex SP 02,Compteur défectueux,Mineure,Moyenne,2026-02,2026
2026-02-04,7H30min,GDR1507,Cuve Carburants,Eau dans cuve,Critique,Urgente,2026-02,2026
2026-02-04,6H13min,GDR1518,MP,Fuite carburant,Modérée,Moyenne,2026-02,2026
2026-02-04,12H10min,SIEGE,MP 01,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-04,7H25min,GDR1512,Duplex GO,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-04,9H15min,GDR1504,MP 01,Fuite carburant,Modérée,Moyenne,2026-02,2026
2026-02-04,16H48min,Centre  LP 215G,Cuve Carburants,Eau dans cuve,Critique,Urgente,2026-02,2026
2026-02-04,13H06min,PVA AGOUDJIL,MP,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-04,10H08min,GDR1510,MP 01,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-04,9H57min,GDR1512,MP 01,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,8H37min,GDR1506,Duplex GO,Contrôle débit,Modérée,Moyenne,2026-02,2026
2026-02-04,18H01min,GDR1510,MP,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-04,15H47min,GDR1515,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-04,12H30min,GDR1512,MP,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-04,14H08min,GDR1507,Groupe électrogène,Batterie HS,Modérée,Moyenne,2026-02,2026
2026-02-04,,GDR1512,Conpresseur d'Air,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,10H07min,GDR1513,RIA,Pompe HS,Modérée,Moyenne,2026-02,2026
2026-02-04,18H35min,GL ABDENOURI,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,7H20min,GDR3522,Groupe électrogène,Eau dans cuve,Critique,Urgente,2026-02,2026
2026-02-04,14H31min,GDR1510,VVF P.Immergée,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,8H17min,GDR1515,Duplex GO,Contrôle débit,Modérée,Moyenne,2026-02,2026
2026-02-04,10H03min,GDr1515,Duplex GO,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-04,14H53min,GDR1505,MP,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-04,12H40min,GDR1518,Duplex GO,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-04,13H19min,GDR1502,Simplex SP,Panne arrêt total,Modérée,Moyenne,2026-02,2026
2026-02-04,7H05min,GDR1515,MP,Tuyauterie défectueuse,Mineure,Moyenne,2026-02,2026
2026-02-04,8H00min,GDR1504,Simplex GO,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,12H50min,GDR3522,MP,Pistolet HS,Modérée,Moyenne,2026-02,2026
2026-02-04,,GDR1516,Simplex GO,Anomalie technique,Modérée,Moyenne,2026-02,2026
2026-02-04,14H17min,SIEGE,Simplex SP 02,Compteur défectueux,Modérée,Moyenne,2026-02,2026
2026-02-04,9H00min,GDR1516,Duplex GO,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,13H10min,GDR1516,HSE,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,10H53min,GDR1513,Trous d'homme,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-04,9H07min,GDR3522,Duplex GO,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-05,,GDR3522,MP,Pistolet HS,Modérée,Moyenne,2026-02,2026
2026-02-05,16H04min,GDR1510,Trous d'homme,Tuyauterie défectueuse,Mineure,Moyenne,2026-02,2026
2026-02-05,12H12min,GL Dellys Marine,MP,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-05,14H37min,GDR1515,Cuve Carburants,Eau dans cuve,Critique,Urgente,2026-02,2026
2026-02-05,16H58min,GDR1513,RIA,Fuite carburant,Modérée,Moyenne,2026-02,2026
2026-02-05,14H31min,GDR1507,Station Service,Anomalie technique,Mineure,Moyenne,2026-02,2026
2026-02-05,12H34min,GDR1512,Groupe électrogène,Fuite carburant,Modérée,Urgente,2026-02,2026
2026-02-05,14H44min,GDR3523,Duplex GO,Contrôle débit,Mineure,Moyenne,2026-02,2026
2026-02-05,9H35min,GDR23523,Bâtiments et Pistes,Lampe grillée,Mineure,Moyenne,2026-02,2026
2026-02-05,5H49min,GDR1515,Electricité,Eau dans cuve,Critique,Moyenne,2026-02,2026
2026-02-05,10H50min,GDR1507,Cuve GPLc,Eau dans cuve,Critique,Urgente,2026-02,2026
2026-02-05,12H06min,GDR3523,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2026-02,2026
2026-02-05,16H25min,GDR1504,MP,Pistolet HS,Mineure,Moyenne,2026-02,2026
2026-02-05,10H00min,GDR1509,MP 02,Eau dans cuve,Modérée,Moyenne,2026-02,2026
2026-02-05,6H15min,AGENCE BEJAIA,Trous d'homme,Eau dans cuve,Modérée,Moyenne,2026-02,2026
2026-02-05,7H56min,GDR3523,Simplex GO,Pompe HS,Modérée,Moyenne,2026-02,2026
2026-02-05,10H43min,GDR3522,Electricité,Eau dans cuve,Critique,Urgente,2026-02,2026
2026-02-05,19H33min,GDR3522,Bâtiments et Pistes,Lampe grillée,Modérée,Moyenne,2026-02,2026
2026-02-05,9H02min,GDR1505,Duplex GPLc,Pistolet HS,Modérée,Urgente,2026-02,2026
